"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","Glenn Robinson III",3000,"Bkn@Ind 07:00PM ET",8.300,"Ind"
"SG","Archie Goodwin",3000,"NO@Pho 10:30PM ET",9.942,"Pho"
"SF","Anthony Bennett",3000,"Tor@Mia 08:00PM ET",4.139,"Tor"
"SF","Cleanthony Early",3000,"NY@Phi 07:00PM ET",2.214,"NY"
"PG","Delon Wright",3000,"Tor@Mia 08:00PM ET",1.125,"Tor"
"PF","Jarell Martin",3000,"Mem@Dal 08:30PM ET",0,"Mem"
"PF","Jordan Mickey",3000,"Atl@Bos 07:30PM ET",6.125,"Bos"
"PF","Bobby Portis",3000,"Det@Chi 08:00PM ET",7.625,"Chi"
"PF","Christian Wood",3000,"NY@Phi 07:00PM ET",8.321,"Phi"
"PG","Terry Rozier",3000,"Atl@Bos 07:30PM ET",3.733,"Bos"
"PG","Tyler Ennis",3000,"Mil@GS 10:30PM ET",6.955,"Mil"
"SG","James Young",3000,"Atl@Bos 07:30PM ET",5.150,"Bos"
"C","Joel Embiid",3000,"NY@Phi 07:00PM ET",0,"Phi"
"PG","Dante Exum",3000,"Den@Uta 09:00PM ET",0,"Uta"
"SF","Bruno Caboclo",3000,"Tor@Mia 08:00PM ET",0.000,"Tor"
"SF","Damien Inglis",3000,"Mil@GS 10:30PM ET",4.000,"Mil"
"C","Walter Tavares",3000,"Atl@Bos 07:30PM ET",1.875,"Atl"
"SF","Damjan Rudez",3000,"Sac@Min 08:00PM ET",4.458,"Min"
"C","Cristiano Felicio",3000,"Det@Chi 08:00PM ET",1.750,"Chi"
"SG","Mario Hezonja",3000,"Por@Orl 07:00PM ET",7.554,"Orl"
"PG","Tyus Jones",3000,"Sac@Min 08:00PM ET",2.875,"Min"
"PF","Cliff Alexander",3000,"Por@Orl 07:00PM ET",3.833,"Por"
"PF","Kevon Looney",3000,"Mil@GS 10:30PM ET",0,"GS"
"SG","Rashad Vaughn",3000,"Mil@GS 10:30PM ET",4.750,"Mil"
"PF","Chris McCullough",3000,"Bkn@Ind 07:00PM ET",0,"Bkn"
"SF","Luis Montero",3000,"Por@Orl 07:00PM ET",2.125,"Por"
