Andre Miller,9.61131817394
Andre Miller,9.21671128472
Andre Miller,6.55060147845
Jason Terry,4.67839503167
Jason Terry,-3.77564740345
Jason Terry,-11.2648592076
Jason Terry,2.88066256666
Jason Terry,2.83408711544
Jason Terry,5.00734428346
Jason Terry,-2.67619321424
Jason Terry,6.6087062608
Jason Terry,5.28057869672
Jason Terry,-13.5329752717
Jason Terry,15.2617360489
Tony Parker,-17.8199156533
Tony Parker,-2.7445706425
Tony Parker,-3.37235660739
Tony Parker,-11.4360261346
Tony Parker,-11.5259122555
Tony Parker,3.72364817592
Tony Parker,-3.0515769415
Tony Parker,-4.72572344487
Tony Parker,6.54803208551
Tony Parker,-11.1458409687
Tony Parker,5.66074690084
Tony Parker,-5.05918416427
Tony Parker,3.79546015398
Tony Parker,-1.14031053831
Tony Parker,-10.5680437068
Tony Parker,-12.8089544697
Tony Parker,-8.63186906473
Kirk Hinrich,-1.46359511473
Kirk Hinrich,2.9931172682
Kirk Hinrich,6.8168640683
Kirk Hinrich,1.65619066277
Kirk Hinrich,10.5653263787
Leandro Barbosa,8.42355329147
Leandro Barbosa,-3.08164063043
Leandro Barbosa,-10.4126843536
Leandro Barbosa,-16.0821032504
Leandro Barbosa,0.737215410349
Leandro Barbosa,8.72511296176
Leandro Barbosa,8.5440929509
Leandro Barbosa,7.89345194016
Leandro Barbosa,-9.81121294925
Leandro Barbosa,3.35520702666
Leandro Barbosa,10.1996488994
Leandro Barbosa,-4.30231826408
Leandro Barbosa,6.37058617263
Steve Blake,-0.0645209192018
Steve Blake,-13.7579875868
Steve Blake,0.10508103831
Steve Blake,10.8816096667
Steve Blake,7.39988856042
Steve Blake,3.47045808032
Steve Blake,-10.2467983207
Steve Blake,-8.98589246053
Steve Blake,-3.56753864541
Steve Blake,4.52366752566
Steve Blake,-6.28973803633
Steve Blake,9.44624638415
Steve Blake,6.95703071722
Steve Blake,-6.20519499169
Mo Williams,-5.7735141364
Mo Williams,3.91412697644
Mo Williams,14.5696543209
Mo Williams,0.303252097874
Mo Williams,2.16271265006
Mo Williams,8.07546594136
Mo Williams,12.4275744796
Mo Williams,-1.32604937955
Mo Williams,2.47076913881
Mo Williams,2.33608630994
Shaun Livingston,1.53897262091
Shaun Livingston,1.35935735512
